Geneid	Chr	Start	End	Strand	Length	/scratch/project_2000350/genomics/rna-seq/bam/S1_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S2_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S4_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S6_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_1_5.bam
NCU05213	Supercontig_12.4	5728643	5731913	-	3271	319	359	413	523	391	538	577	664	505	480	585	282
NCU05214	Supercontig_12.4;Supercontig_12.4	5727734;5728171	5728020;5728671	+;+	788	67	63	181	205	84	171	242	104	233	88	222	42
NCU05216	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5721867;5722259;5722563;5723847	5722207;5722514;5723781;5724272	-;-;-;-	2242	7	20	8	15	12	6	18	13	16	13	8	11
NCU05217	Supercontig_12.4;Supercontig_12.4	5720246;5721850	5721789;5722347	+;+	2042	156	174	62	101	177	96	158	210	165	198	98	164
NCU05218	Supercontig_12.4;Supercontig_12.4	5717646;5719776	5719699;5719998	-;-	2277	6945	8156	2480	3268	5862	2835	4294	6906	3219	6663	3133	6374
NCU05219	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5708273;5708273;5708885;5709411;5709411;5709411;5709699;5709699;5709699;5710237;5710237;5710237;5712771	5708430;5708430;5709148;5709615;5709615;5709615;5710179;5710179;5710179;5712701;5714330;5714330;5714330	+;+;+;+;+;+;+;+;+;+;+;+;+	5202	251	337	540	866	337	555	606	376	697	421	760	332
NCU05220	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5706269;5706600;5706995;5707277;5707417	5706512;5706614;5707145;5707342;5707844	+;+;+;+;+	904	2540	3061	3572	4713	3034	4111	5235	3378	4469	3111	4475	2423
NCU05221	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5704605;5705341;5705621	5705283;5705448;5706110	-;-;-	1277	46	67	515	615	114	508	464	84	579	78	735	73
NCU05222	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5702476;5703178;5703622	5702971;5703373;5704436	+;+;+	1507	160	189	207	288	347	289	280	287	368	285	298	197
NCU05224	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5694151;5695163;5695292;5695436;5695538;5695758;5695869	5695097;5695232;5695377;5695478;5695682;5695807;5696982	-;-;-;-;-;-;-	2455	487	667	743	1232	606	1055	1390	813	1187	732	1211	706
NCU05225	Supercontig_12.4;Supercontig_12.4	5690701;5691169	5691106;5693774	-;-	3012	477	421	1833	2139	646	2163	2454	695	2029	731	2193	444
NCU05226	Supercontig_12.4	5688294	5690710	+	2417	218	235	312	339	187	292	436	304	367	286	346	226
NCU05227	Supercontig_12.4;Supercontig_12.4	5686728;5687827	5687667;5688072	-;-	1186	26	20	127	93	15	71	89	22	83	23	101	17
NCU05228	Supercontig_12.4;Supercontig_12.4	5683622;5685795	5685529;5687646	+;+	3760	1989	2418	918	1099	1821	807	1012	2328	900	1932	1168	2179
NCU05229	Supercontig_12.4;Supercontig_12.4	5679481;5679927	5679875;5680940	-;-	1409	16	17	118	104	18	67	60	29	110	25	117	2
NCU05230	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5677785;5678570;5678902	5678408;5678791;5679468	+;+;+	1413	2	0	1	8	2	2	4	2	4	0	5	4
NCU05231	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5675599;5675947;5676357	5675886;5676299;5676807	+;+;+	1092	122	116	453	569	126	472	582	150	653	159	527	54
NCU05232	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5671762;5673605;5674032;5674553	5673555;5673969;5674292;5675326	-;-;-;-	3194	851	1126	445	565	955	530	523	1241	493	1060	564	992
NCU05233	Supercontig_12.4;Supercontig_12.4	5669807;5670264	5670190;5671657	+;+	1778	1197	1352	229	305	1438	429	516	1858	408	1851	439	915
NCU05234	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5667210;5668272;5668539;5668712;5668834	5668079;5668401;5668627;5668737;5669399	-;-;-;-;-	1681	505	553	1212	1446	595	1106	1677	716	1353	768	1384	487
NCU05235	Supercontig_12.4;Supercontig_12.4	5665455;5665765	5665680;5667073	+;+	1535	1947	2503	491	733	3002	764	1265	3149	938	2924	811	1903
NCU05236	Supercontig_12.4;Supercontig_12.4	5662631;5663580	5663373;5664417	-;-	1581	90	97	688	712	97	553	666	101	584	104	721	47
NCU05237	Supercontig_12.4;Supercontig_12.4	5657471;5658938	5658831;5659415	-;-	1839	1104	1268	378	428	1232	434	438	1475	421	1610	507	1146
NCU05238	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5650802;5651134;5655931	5651058;5655680;5656284	-;-;-	5158	3494	3612	2156	2850	3537	2259	3670	3945	2794	3672	2598	3002
NCU05239	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5644611;5646384;5649062	5646331;5648239;5649671	-;-;-	4187	76	68	258	309	73	182	333	110	265	100	315	36
NCU05240	Supercontig_12.4;Supercontig_12.4	5642527;5643549	5643425;5644325	+;+	1676	2936	3372	1310	1592	3065	1442	1681	3610	1329	3437	1463	3035
NCU05242	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5633288;5633288;5635668;5635668;5636584;5636584;5638695;5638695	5635616;5635616;5636528;5636528;5637546;5637320;5639362;5639362	-;-;-;-;-;-;-;-	4821	535	714	594	852	664	562	795	620	749	651	817	608
NCU05243	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5629845;5629845;5630088;5630088;5630282;5630282;5630520;5630520;5630860;5630860;5632144;5632144;5632286;5632286;5632876	5630019;5630019;5630211;5630211;5630423;5630423;5630771;5630771;5632024;5632024;5632227;5632227;5633122;5632628;5633122	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2779	87	65	617	828	71	546	558	122	739	99	746	82
NCU05244	Supercontig_12.4;Supercontig_12.4	5628314;5629359	5629246;5629930	+;+	1505	146	133	331	419	119	305	473	203	326	168	422	77
NCU05245	Supercontig_12.4	5625890	5627944	-	2055	180	150	212	328	230	269	242	245	260	294	294	191
NCU05246	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5620059;5621434;5622948	5621178;5622892;5625413	+;+;+	5045	593	707	898	1191	804	847	1037	709	1168	699	1202	791
NCU05248	Supercontig_12.4	5616941	5618945	+	2005	199	230	1507	2041	168	1682	2650	242	2351	248	2041	186
NCU05250	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5598616;5599481;5599712	5599348;5599661;5605645	+;+;+	6848	317	399	508	488	450	491	498	538	555	493	611	397
NCU05251	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5596674;5597304;5597662	5597232;5597538;5598315	-;-;-	1448	261	354	84	120	321	151	268	564	126	453	179	294
NCU05252	Supercontig_12.4;Supercontig_12.4	5595479;5596329	5596245;5597177	+;+	1616	1012	1207	156	264	1295	296	384	1470	282	1437	235	1122
NCU05253	Supercontig_12.4;Supercontig_12.4	5592812;5593564	5593507;5595278	+;+	2411	69	53	92	137	59	142	187	71	175	76	114	24
NCU05254	Supercontig_12.4;Supercontig_12.4	5589860;5591926	5591863;5592280	-;-	2359	396	385	393	557	544	479	622	590	564	472	484	375
NCU05255	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5586040;5587077;5587887;5588678	5586986;5587292;5588334;5588851	+;+;+;+	1785	257	317	109	178	221	135	205	221	195	264	218	359
NCU05256	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5582416;5583018;5583682	5582939;5583612;5583827	-;-;-	1265	39	27	145	195	21	122	161	32	168	40	197	41
NCU05257	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5576950;5578318;5579592	5578248;5579533;5581718	-;-;-	4642	274	289	307	496	339	236	448	351	436	311	458	385
NCU05259	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5572402;5573414;5573618	5573335;5573554;5575655	+;+;+	3113	121357	138074	39199	56814	140175	63795	96930	163944	68572	154084	46454	124455
NCU05260	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5564533;5564533;5565337;5565345;5566627;5566627	5565058;5565058;5566561;5566561;5569217;5569217	+;+;+;+;+;+	4342	215	309	144	159	236	169	162	274	225	270	169	350
NCU05261	Supercontig_12.4;Supercontig_12.4	5555651;5559399	5559325;5559899	+;+	4176	533	452	529	867	493	634	929	689	776	577	801	457
NCU05262	Supercontig_12.4	5553399	5555353	-	1955	63	45	122	150	30	85	165	98	193	43	154	67
NCU05263	Supercontig_12.4;Supercontig_12.4	5552150;5552912	5552804;5553147	-;-	891	217	186	551	562	219	444	505	230	543	237	504	168
NCU05264	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5550661;5551250;5551362;5551922	5551172;5551278;5551826;5552230	+;+;+;+	1315	2405	2541	402	609	2204	630	1267	2441	659	2292	611	2001
NCU05265	Supercontig_12.4	5546783	5550425	-	3643	256	200	261	324	248	179	248	256	267	230	295	215
NCU05266	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5538220;5540119;5540371;5540556;5541175;5541699;5542036	5540055;5540316;5540492;5541111;5541636;5541968;5543313	-;-;-;-;-;-;-	4722	1542	1990	664	813	1627	845	866	1748	856	1752	841	1950
NCU05267	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5532449;5533509;5533813;5536995;5537132	5533442;5533753;5536919;5537039;5537507	-;-;-;-;-	4767	4256	4914	1544	2004	4799	1711	2124	5565	1857	5030	1792	4512
NCU05268	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5526379;5529115;5529368	5529031;5529281;5529412	-;-;-	2865	23	21	30	45	17	34	35	10	20	30	36	8
NCU05269	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5521208;5521208;5522124;5522124;5522559;5522559;5524191;5524191;5524343;5524343;5524593	5522063;5522063;5522417;5522417;5524028;5524028;5524252;5524252;5524605;5524377;5524962	-;-;-;-;-;-;-;-;-;-;-	3302	2110	2232	3274	4538	2898	3648	5043	2936	4100	2899	4424	2173
NCU05270	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5515675;5516571;5517161;5519278	5516475;5517086;5519193;5519930	+;+;+;+	4003	4307	4963	2473	3596	5480	3191	3859	6511	3588	5505	3462	4289
NCU05271	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5509823;5509921;5510444;5510529;5510904;5510904;5512080;5512080;5512654;5512654;5513054;5513054	5510200;5510200;5510842;5510842;5512028;5512028;5512600;5512600;5512970;5512970;5514832;5514832	+;+;+;+;+;+;+;+;+;+;+;+	4519	2263	2614	873	1064	2704	1078	1052	2875	1297	3095	1126	2704
NCU05272	Supercontig_12.4;Supercontig_12.4	5507064;5508761	5508706;5508950	-;-	1833	138	162	194	245	125	138	272	132	223	173	278	120
NCU05273	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5504593;5505464;5505914	5505396;5505858;5507203	+;+;+	2489	491	705	450	664	706	568	541	680	569	767	768	726
NCU05274	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5501864;5502619;5502814;5503399	5502559;5502745;5503083;5503584	-;-;-;-	1279	37998	46992	32495	46276	43279	42449	57203	54078	47846	48494	38783	39718
NCU05275	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5497893;5498337;5498620;5498892;5498968	5498270;5498447;5498800;5498898;5499079	-;-;-;-;-	789	1485	1071	12975	12499	857	8110	8573	1146	9225	1245	11589	1057
NCU05276	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5496113;5496882;5497436	5496785;5497338;5497744	-;-;-	1439	275	258	1577	2083	167	1438	1731	314	1563	345	1727	296
NCU05277	Supercontig_12.4;Supercontig_12.4	5495312;5495751	5495617;5495858	+;+	414	25	17	34	33	24	42	33	27	43	35	21	7
NCU05278	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5488641;5489264;5490583;5490803	5489201;5490512;5490733;5491425	-;-;-;-	2584	255	283	340	329	225	299	514	327	421	383	360	263
NCU05279	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5486422;5487163;5487518	5486899;5487208;5488143	-;-;-	1150	152	117	1189	1504	94	1267	1624	119	1328	163	1313	100
NCU05280	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5484484;5484783;5484953	5484723;5484889;5486367	+;+;+	1762	16	43	93	173	48	124	156	42	123	56	176	22
NCU05281	Supercontig_12.4;Supercontig_12.4	5482907;5483430	5483360;5484359	+;+	1384	18	6	123	110	27	56	82	14	149	34	151	16
NCU05282	Supercontig_12.4;Supercontig_12.4	5478794;5482188	5482135;5482696	-;-	3851	54	72	118	180	58	88	145	113	124	129	145	96
NCU05284	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5469986;5470264;5470422	5470167;5470349;5470495	-;-;-	342	43	24	3	2	27	4	5	30	6	41	1	24
NCU05285	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5458170;5460910;5461536	5460850;5461467;5462816	-;-;-	4520	3299	3410	1376	1484	4054	1285	1935	4760	1582	4481	1458	3094
NCU05286	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5455175;5455175;5455348;5455524;5455524	5455390;5455263;5455390;5456294;5456294	+;+;+;+;+	987	56	93	300	366	59	281	417	74	358	74	351	62
NCU05287	Supercontig_12.4;Supercontig_12.4	5453326;5454287	5454200;5455004	-;-	1593	1208	1483	763	1089	1567	1034	1808	1879	1246	1678	1139	1302
NCU05288	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5450123;5450718;5450936;5451554;5452025	5450631;5450872;5451478;5451927;5452609	-;-;-;-;-	2166	560	565	3753	4521	378	3026	3360	581	3612	597	4433	427
NCU05289	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5446855;5447135;5447266;5447360;5447448;5447694;5448826;5449564	5447078;5447164;5447294;5447377;5447591;5448754;5449470;5449955	+;+;+;+;+;+;+;+	2543	4883	6044	487	801	7161	1094	1236	7445	939	7227	780	4246
NCU05290	Supercontig_12.4;Supercontig_12.4	5445109;5445677	5445611;5446624	-;-	1451	771	648	1666	2882	790	2415	3726	1062	2594	955	2416	621
NCU05291	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5443936;5444737;5445209;5445367	5444665;5445147;5445295;5445760	+;+;+;+	1622	2193	3083	2745	2867	2031	1950	1810	2099	2062	2466	2437	3012
NCU05292	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5439023;5440090;5440747	5440009;5440676;5441022	-;-;-	1850	843	818	3180	4078	758	3231	3640	1086	3630	1040	3840	639
NCU05293	Supercontig_12.4	5437094	5438938	+	1845	321	395	124	142	407	139	259	511	197	442	130	283
NCU05294	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5430428;5431129;5431961;5432084;5433723;5435056	5431025;5431903;5432023;5433659;5434888;5435515	-;-;-;-;-;-	4638	400	381	587	834	242	614	964	402	863	378	825	459
NCU05295	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5428646;5429128;5429360;5429952	5428986;5429140;5429885;5430506	+;+;+;+	1435	346	327	2310	2694	229	1633	1921	322	2049	362	2747	301
NCU05296	Supercontig_12.4;Supercontig_12.4	5424951;5425631	5425554;5428329	-;-	3303	307	331	268	458	395	378	491	514	427	461	443	314
NCU05298	Supercontig_12.4;Supercontig_12.4	5420216;5421251	5421189;5423422	-;-	3146	200	170	173	263	229	143	305	305	229	222	218	122
NCU05299	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5418230;5418771;5419018	5418707;5418875;5419840	-;-;-	1406	174	204	938	963	238	677	956	175	829	243	1097	197
NCU05300	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5413342;5413869;5414078;5414272;5414437;5414624	5413773;5413911;5414154;5414352;5414562;5416107	+;+;+;+;+;+	2243	12	20	28	71	11	24	73	13	62	22	52	12
NCU05301	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5409994;5410356;5410647	5410161;5410573;5413192	+;+;+	2932	1482	1669	366	473	2020	456	807	2565	470	2355	395	1432
NCU05302	Supercontig_12.4	5407606	5409911	+	2306	814	998	266	349	1107	270	442	1423	380	1238	324	921
NCU05303	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5403585;5404879;5405379	5404820;5405041;5405926	-;-;-	1947	56	50	292	342	67	257	183	68	265	69	298	59
NCU05304	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5398362;5398533;5399189;5400415	5398458;5398994;5400355;5401433	+;+;+;+	2745	2336	2841	1608	2638	2852	2565	3887	3348	2756	3204	2520	2412
NCU05305	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5396058;5397325;5397504	5397206;5397407;5397838	-;-;-	1567	4290	5319	1451	1812	5374	1964	2234	6040	1857	5806	1694	4081
NCU05306	Supercontig_12.4;Supercontig_12.4	5393891;5394058	5393995;5395870	+;+	1918	619	325	7329	6620	433	4642	5934	515	5690	474	6340	271
NCU05307	Supercontig_12.4;Supercontig_12.4	5385070;5387082	5387011;5387559	-;-	2420	965	1130	162	244	1182	275	357	1085	250	1168	198	1129
NCU05308	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5379981;5381785;5381879;5381987;5382786;5383606	5381680;5381815;5381930;5382717;5383517;5383928	+;+;+;+;+;+	3569	1935	2231	1189	1407	2074	1404	1447	2326	1470	2307	1411	2394
NCU05309	Supercontig_12.4;Supercontig_12.4	5376882;5377152	5376966;5378777	+;+	1711	83	80	316	361	78	345	303	96	358	134	281	105
NCU05311	Supercontig_12.4	5374803	5376284	-	1482	14	6	12	10	2	6	20	8	9	6	20	14
NCU05312	Supercontig_12.4;Supercontig_12.4	5373404;5373818	5373671;5374686	+;+	1137	347	303	503	659	296	515	595	427	609	419	647	279
NCU05313	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5371696;5372727;5372890;5372989	5372654;5372820;5372908;5373286	-;-;-;-	1370	2582	2214	2122	2165	1450	1448	1846	1894	1938	2293	1992	2465
NCU05314	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5368034;5369752;5370249	5369652;5370197;5371018	-;-;-	2835	1025	897	1069	1319	999	1185	1299	1195	1210	1076	1292	788
NCU05315	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5364191;5366482;5366689	5366283;5366588;5367494	-;-;-	3006	155	136	109	171	157	110	119	195	103	145	147	150
NCU05316	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5353680;5356768;5357920;5359429	5356713;5357605;5359336;5359511	-;-;-;-	5372	18	12	23	2	13	10	9	12	17	12	17	9
NCU05317	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5345909;5346441;5348618	5346387;5348562;5351129	+;+;+	5113	301	335	529	666	349	597	720	376	710	320	671	272
NCU05318	Supercontig_12.4;Supercontig_12.4	5342934;5343253	5343183;5344361	+;+	1359	2576	3039	650	1001	1782	1111	1216	2366	1126	2870	850	2568
NCU05319	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5340181;5340465;5340905;5341218;5341531;5342125	5340404;5340829;5341156;5341469;5342034;5342662	-;-;-;-;-;-	2135	98	143	35	69	95	67	85	96	81	94	58	44
NCU05320	Supercontig_12.4;Supercontig_12.4	5338305;5338961	5338795;5339153	-;-	684	0	0	2	0	0	0	0	2	0	4	0	2
NCU05321	Supercontig_12.4;Supercontig_12.4;Supercontig_12.4;Supercontig_12.4	5335044;5335379;5335500;5336442	5335310;5335400;5336189;5337532	+;+;+;+	2070	1	8	0	0	1	0	5	8	2	13	2	0
NCU05338	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1366019;1366696;1366805	1366602;1366745;1369922	-;-;-	3752	231597	272084	27903	31039	191083	27673	31469	228307	26414	227576	22110	237412
NCU05340	Supercontig_12.2	1366988	1370144	+	3157	9	15	1	8	6	2	0	7	0	8	3	4
NCU05341	Supercontig_12.2	1371344	1373252	+	1909	148	197	52	44	124	47	48	213	38	226	66	176
NCU05342	Supercontig_12.2	1373696	1375917	-	2222	1355	1467	771	1036	1107	717	964	1399	896	1512	897	1834
NCU05343	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1376833;1376850;1377886;1377886;1378798;1379532;1379532	1377821;1377821;1378740;1379383;1379383;1380666;1380839	-;-;-;-;-;-;-	3795	535	608	171	184	617	198	199	598	185	561	183	542
NCU05345	Supercontig_12.2;Supercontig_12.2	1385790;1387208	1387109;1387816	+;+	1929	301	246	1001	1205	257	893	902	331	961	340	1186	208
NCU05346	Supercontig_12.2;Supercontig_12.2	1387878;1388335	1388130;1389833	+;+	1752	1	2	5	0	1	1	0	1	7	2	3	1
NCU05347	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1387651;1387844;1387844;1388576;1388576;1388576;1389841;1389841;1389841;1390971;1390971;1390971;1391594;1391594;1391594	1388290;1388296;1388296;1389776;1389780;1389780;1390861;1390861;1390861;1391102;1391102;1391102;1392823;1392823;1392823	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4234	1553	1784	2539	3354	1409	2539	3163	2143	3072	1961	3271	1738
NCU05349	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1395212;1396980;1397346	1396924;1397263;1398379	+;+;+	3031	371	599	351	354	434	324	216	527	379	631	345	492
NCU05350	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1400284;1400535;1400678;1400846;1401734;1402022;1402201	1400465;1400601;1400789;1401569;1401949;1402131;1402286	-;-;-;-;-;-;-	1497	321	460	40	74	304	57	62	326	89	445	93	623
NCU05351	Supercontig_12.2;Supercontig_12.2	1403407;1404009	1403947;1404491	-;-	1024	95	79	27	74	54	99	68	58	80	65	70	81
NCU05354	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1408479;1408479;1408903;1408903;1409028;1409028	1408820;1408820;1408950;1408945;1409407;1409407	-;-;-;-;-;-	770	297	310	73	63	266	60	88	310	55	322	84	364
NCU05356	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1410595;1410947;1411767;1412046	1410865;1411689;1411940;1412436	+;+;+;+	1579	169	240	90	160	121	173	147	203	191	237	166	207
NCU05358	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1414052;1414541;1414845;1415143;1415460	1414465;1414737;1415060;1415321;1415503	+;+;+;+;+	1050	14	12	7	4	9	4	13	9	18	0	9	10
NCU05360	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1415799;1417169;1420089	1417070;1419975;1421195	-;-;-	5186	5203	5999	3476	3529	4413	2706	2788	5613	2995	5245	3095	5356
NCU05363	Supercontig_12.2;Supercontig_12.2	1422896;1423522	1423430;1425225	+;+	2239	447	372	1431	1767	353	1304	1281	555	1366	507	1692	283
NCU05364	Supercontig_12.2;Supercontig_12.2	1425142;1427193	1427124;1429914	-;-	4705	721	656	938	1227	724	1044	1135	833	1150	783	1346	634
NCU05368	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1432035;1432262;1432382;1432553;1432622	1432087;1432288;1432441;1432563;1433025	+;+;+;+;+	555	9	4	12	8	16	9	15	14	2	8	9	8
NCU05370	Supercontig_12.2;Supercontig_12.2	1433828;1434003	1433836;1434407	+;+	414	21	44	11	25	38	18	13	20	16	20	19	40
NCU05373	Supercontig_12.2;Supercontig_12.2	1444703;1445544	1445442;1446950	-;-	2147	2015	2571	1174	1375	2084	1368	1318	2372	1452	2493	1340	2492
NCU05375	Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2;Supercontig_12.2	1447499;1447499;1447869;1447944;1453307;1453307	1447756;1447756;1453234;1453234;1454001;1454001	+;+;+;+;+;+	6319	799	777	1493	1822	1038	1320	1306	1084	1560	1083	1675	926
